Arquivo;Classe Real;Classe Prevista;Score SVM;Distância Absoluta do Hiperplano;Probabilidade Fake (%);Confiança (%);Resultado
3013.txt;Verdadeira;Verdadeira;-1.427259;1.427259;19.35;80.65;Acerto
3014.txt;Verdadeira;Verdadeira;-0.841918;0.841918;30.11;69.89;Acerto
3015.txt;Verdadeira;Verdadeira;-1.521633;1.521633;17.92;82.08;Acerto
3016.txt;Verdadeira;Verdadeira;-1.338831;1.338831;20.77;79.23;Acerto
3017.txt;Verdadeira;Verdadeira;-1.065725;1.065725;25.62;74.38;Acerto
3018.txt;Verdadeira;Verdadeira;-0.940306;0.940306;28.08;71.92;Acerto
3019.txt;Verdadeira;Verdadeira;-1.38292;1.38292;20.05;79.95;Acerto
3020.txt;Verdadeira;Verdadeira;-1.801302;1.801302;14.17;85.83;Acerto
3021.txt;Verdadeira;Verdadeira;-1.484325;1.484325;18.48;81.52;Acerto
3022.txt;Verdadeira;Verdadeira;-0.869608;0.869608;29.53;70.47;Acerto
3023.txt;Verdadeira;Verdadeira;-2.023865;2.023865;11.67;88.33;Acerto
3024.txt;Verdadeira;Verdadeira;-0.612281;0.612281;35.15;64.85;Acerto
3025.txt;Verdadeira;Verdadeira;-0.560206;0.560206;36.35;63.65;Acerto
3026.txt;Verdadeira;Verdadeira;-0.619513;0.619513;34.99;65.01;Acerto
3027.txt;Verdadeira;Verdadeira;-0.465865;0.465865;38.56;61.44;Acerto
3028.txt;Verdadeira;Verdadeira;-1.841288;1.841288;13.69;86.31;Acerto
3029.txt;Verdadeira;Verdadeira;-1.024527;1.024527;26.41;73.59;Acerto
3030.txt;Verdadeira;Verdadeira;-1.815052;1.815052;14.0;86.0;Acerto
3031.txt;Verdadeira;Verdadeira;-1.089368;1.089368;25.17;74.83;Acerto
3032.txt;Verdadeira;Verdadeira;-0.653671;0.653671;34.22;65.78;Acerto
3033.txt;Verdadeira;Verdadeira;-1.467319;1.467319;18.74;81.26;Acerto
3034.txt;Verdadeira;Verdadeira;-1.01737;1.01737;26.55;73.45;Acerto
3035.txt;Verdadeira;Verdadeira;-0.986282;0.986282;27.16;72.84;Acerto
3036.txt;Verdadeira;Verdadeira;-2.09424;2.09424;10.97;89.03;Acerto
3037.txt;Verdadeira;Verdadeira;-1.29671;1.29671;21.47;78.53;Acerto
3038.txt;Verdadeira;Verdadeira;-1.850646;1.850646;13.58;86.42;Acerto
3039.txt;Verdadeira;Verdadeira;-1.80772;1.80772;14.09;85.91;Acerto
3040.txt;Verdadeira;Verdadeira;-1.765747;1.765747;14.61;85.39;Acerto
3041.txt;Verdadeira;Verdadeira;-1.15306;1.15306;23.99;76.01;Acerto
3042.txt;Verdadeira;Verdadeira;-1.548427;1.548427;17.53;82.47;Acerto
3043.txt;Verdadeira;Verdadeira;-1.362909;1.362909;20.38;79.62;Acerto
3044.txt;Verdadeira;Verdadeira;-1.021521;1.021521;26.47;73.53;Acerto
3045.txt;Verdadeira;Verdadeira;-0.685662;0.685662;33.5;66.5;Acerto
3046.txt;Verdadeira;Verdadeira;-1.739446;1.739446;14.94;85.06;Acerto
3047.txt;Verdadeira;Verdadeira;-1.414431;1.414431;19.55;80.45;Acerto
3048.txt;Verdadeira;Verdadeira;-0.377528;0.377528;40.67;59.33;Acerto
3049.txt;Verdadeira;Verdadeira;-0.820115;0.820115;30.57;69.43;Acerto
3050.txt;Verdadeira;Fake;0.854683;0.854683;70.15;70.15;Erro
3051.txt;Verdadeira;Verdadeira;-1.611728;1.611728;16.63;83.37;Acerto
3052.txt;Verdadeira;Verdadeira;-1.203104;1.203104;23.09;76.91;Acerto
3053.txt;Verdadeira;Verdadeira;-1.621238;1.621238;16.5;83.5;Acerto
3054.txt;Verdadeira;Verdadeira;-1.499342;1.499342;18.25;81.75;Acerto
3055.txt;Verdadeira;Verdadeira;-1.000705;1.000705;26.88;73.12;Acerto
3056.txt;Verdadeira;Verdadeira;-0.601605;0.601605;35.4;64.6;Acerto
3057.txt;Verdadeira;Verdadeira;-1.864124;1.864124;13.42;86.58;Acerto
3058.txt;Verdadeira;Verdadeira;-2.333611;2.333611;8.84;91.16;Acerto
3059.txt;Verdadeira;Verdadeira;-0.713982;0.713982;32.87;67.13;Acerto
3060.txt;Verdadeira;Verdadeira;-0.968435;0.968435;27.52;72.48;Acerto
